Date,qt,prec,tmean
12/23/1991,3.6,0,16.1127
12/24/1991,3.48,0,16.1282
12/25/1991,3.48,0,16.6338
12/26/1991,3.6,0,16.2954
12/27/1991,3.36,0,17.132
12/28/1991,3.36,0,17.0814
12/29/1991,3.48,0,16.7469
12/30/1991,3.36,0,16.777
12/31/1991,3.36,0,16.8767
1/1/1992,3.36,0,16.6491
1/2/1992,3.24,0,17.1001
1/3/1992,3.18,0,17.4158
1/4/1992,3.12,0,17.3575
1/5/1992,3.12,0,17.5763
1/6/1992,3.06,0,17.6135
1/7/1992,2.97,0,17.9286
1/8/1992,4.05,0,17.3162
1/9/1992,3.94,0,17.8987
1/10/1992,3.81,0,17.344
1/11/1992,3.68,0,16.8584
1/12/1992,3.58,0,16.7723
1/13/1992,3.46,0,17.9291
1/14/1992,3.37,0,17.3605
1/15/1992,3.25,0,17.6984
1/16/1992,2.67,0,17.6365
1/17/1992,2.57,0,16.8043
1/18/1992,2.57,0,17.4018
1/19/1992,2.57,0,17.8898
1/20/1992,2.47,0,17.4781
1/21/1992,2.38,0,16.8999
1/22/1992,2.38,0,17.6576
1/23/1992,2.29,0,18.3705
1/24/1992,2.29,0,18.736
1/25/1992,2.29,15.0818,18.139
1/26/1992,2.2,0,17.4401
1/27/1992,2.29,0,17.7292
1/28/1992,2.29,0,17.4662
1/29/1992,2.2,0,17.1592
1/30/1992,2.22,16.8498,17.3303
1/31/1992,2.06,0,17.2132
2/1/1992,2.31,0,17.6509
2/2/1992,2.06,0,17.6211
2/3/1992,1.87,0,18.4189
2/4/1992,1.87,0,17.8415
2/5/1992,1.87,1.5951,18.1985
2/6/1992,1.79,0,17.9737
2/7/1992,1.79,0,18.1356
2/8/1992,1.93,4.0347,18.0929
2/9/1992,1.91,0,17.5333
2/10/1992,1.95,0,17.9108
2/11/1992,1.95,1.4211,18.3005
2/12/1992,2.03,0.7105,17.4615
2/13/1992,1.95,0,17.7601
2/14/1992,1.87,0,17.2919
2/15/1992,1.87,0,17.5144
2/16/1992,1.91,0,17.2184
2/17/1992,1.79,0,17.767
2/18/1992,1.94,0,17.7983
2/19/1992,1.91,0,17.7126
2/20/1992,1.86,0,17.813
2/21/1992,1.82,0,16.9605
2/22/1992,1.79,0,17.3824
2/23/1992,1.75,0,17.6888
2/24/1992,1.71,0,18.7159
2/25/1992,1.66,0,18.6896
2/26/1992,1.64,0,19.498
2/27/1992,1.61,0,19.2958
2/28/1992,1.57,0,19.2076
2/29/1992,1.53,0,17.7315
3/1/1992,1.5,0,17.9951
3/2/1992,1.71,0,18.6951
3/3/1992,1.8,0,18.8983
3/4/1992,1.58,4.1674,18.3859
3/5/1992,1.57,0,18.5443
3/6/1992,1.54,0,18.77
3/7/1992,1.53,0,19.1217
3/8/1992,1.52,0,18.7797
3/9/1992,1.53,0,18.6371
3/10/1992,1.55,0,18.7258
3/11/1992,1.57,0,19.2074
3/12/1992,1.56,0,18.7401
3/13/1992,2.07,0,19.7741
3/14/1992,2.06,0,19.1094
3/15/1992,2.04,0,18.7253
3/16/1992,2.02,0,18.6051
3/17/1992,2.01,0,18.2041
3/18/1992,2,0,18.6157
3/19/1992,1.98,0,19.1912
3/20/1992,1.97,4.3668,19.4576
3/21/1992,1.95,0,18.9243
3/22/1992,1.94,0,18.5561
3/23/1992,1.84,0,19.2866
3/24/1992,1.91,0,19.6231
3/25/1992,1.89,0,19.4413
3/26/1992,1.89,0,19.9967
3/27/1992,1.87,0,19.2803
3/28/1992,1.85,0,18.3096
3/29/1992,1.84,0,18.8714
3/30/1992,1.83,0,19.2239
3/31/1992,1.81,6.6291,19.4034
4/1/1992,1.8,0,19.5677
4/2/1992,1.78,0,19.7528
4/3/1992,1.77,0,19.8696
4/4/1992,1.76,0,20.8738
4/5/1992,1.74,0,19.8949
4/6/1992,1.73,0,20.3302
4/7/1992,1.72,0,20.6857
4/8/1992,1.7,0,20.0749
4/9/1992,1.69,0,19.691
4/10/1992,1.68,0,19.705
4/11/1992,1.66,11.23,19.6326
4/12/1992,1.76,17.1125,18.5941
4/13/1992,1.74,0,18.9834
4/14/1992,1.69,0,19.1103
4/15/1992,1.74,3.7433,18.1888
4/16/1992,1.81,0,18.8017
4/17/1992,1.82,5.2303,19.0286
4/18/1992,1.74,0,19.6458
4/19/1992,1.7,5.2303,19.5223
4/20/1992,1.66,0,19.4439
4/21/1992,1.62,0,20.0339
4/22/1992,1.59,0,19.5612
4/23/1992,1.59,0,19.6597
4/24/1992,1.66,0,19.235
4/25/1992,1.73,0,19.1056
4/26/1992,1.74,7.6611,18.2693
4/27/1992,1.66,7.1226,17.9197
4/28/1992,1.77,22.9311,16.7903
4/29/1992,1.7,16.6598,17.6563
4/30/1992,1.72,3.1791,17.343
5/1/1992,1.59,0,18.3629
5/2/1992,1.59,7.7484,18.2089
5/3/1992,1.51,0,18.4387
5/4/1992,1.59,7.7484,19.0393
5/5/1992,1.99,7.7484,17.9148
5/6/1992,1.77,0,18.1948
5/7/1992,1.67,12.4907,18.1147
5/8/1992,1.59,18.736,17.2905
5/9/1992,1.77,6.2453,17.9218
5/10/1992,1.59,0,18.7811
5/11/1992,1.55,0,18.8114
5/12/1992,1.51,0,18.9564
5/13/1992,1.51,0,19.1942
5/14/1992,1.55,14.0363,18.0437
5/15/1992,1.51,0,19.0528
5/16/1992,1.6,0,19.6945
5/17/1992,1.55,8.545,19.1274
5/18/1992,1.53,8.545,19.1406
5/19/1992,1.61,17.09,18.9591
5/20/1992,1.74,39.063,18.7397
5/21/1992,1.78,15.4706,18.4584
5/22/1992,1.61,20.6275,18.0304
5/23/1992,1.72,15.4706,17.4206
5/24/1992,1.66,10.3138,17.494
5/25/1992,1.66,5.1569,18.1965
5/26/1992,2.06,26.1525,18.0255
5/27/1992,1.79,13.3226,18.7225
5/28/1992,2,11.3342,18.1123
5/29/1992,2.26,6.4668,18.0089
5/30/1992,2.54,0,18.2685
5/31/1992,2.32,0,18.1595
6/1/1992,1.87,0,18.3366
6/2/1992,1.82,6.1534,17.8013
6/3/1992,1.82,6.452,18.077
6/4/1992,1.81,8.5335,18.1553
6/5/1992,2.09,0,18.4963
6/6/1992,2.09,3.7558,18.7541
6/7/1992,1.94,4.8777,18.4846
6/8/1992,2.01,11.7482,17.7149
6/9/1992,2.81,15.2253,17.7811
6/10/1992,2.66,6.55,18.4846
6/11/1992,2.2,17.3257,18.5493
6/12/1992,2.64,17.3257,18.4884
6/13/1992,2.71,8.6628,18.2592
6/14/1992,2.46,17.3257,18.7075
6/15/1992,2.18,0,19.2494
6/16/1992,2.09,7.1431,18.6476
6/17/1992,1.95,6.7229,18.5551
6/18/1992,2.02,11.6207,18.3577
6/19/1992,2.16,26.6225,18.1107
6/20/1992,3.55,6.9724,18.5665
6/21/1992,3.7,25.7237,18.5014
6/22/1992,3.03,0,19.0416
6/23/1992,2.56,0,19.1977
6/24/1992,2.72,0,19.5702
6/25/1992,2.66,0,18.6775
6/26/1992,2.46,10.4111,17.5831
6/27/1992,2.92,10.4111,18.2995
6/28/1992,3.19,10.4111,18.2516
6/29/1992,2.82,10.4111,17.6884
6/30/1992,2.51,10.4111,17.7382
7/1/1992,2.51,7.9974,17.9581
7/2/1992,2.46,8.7006,17.6661
7/3/1992,2.46,0,17.3915
7/4/1992,2.54,9.5909,17.3386
7/5/1992,2.56,0,17.1747
7/6/1992,2.36,10.9448,17.7657
7/7/1992,2.27,16.4172,17.5794
7/8/1992,2.18,5.4724,18.1786
7/9/1992,3.05,10.9448,17.0637
7/10/1992,4.05,16.4172,16.3905
7/11/1992,4.89,4.7839,17.0315
7/12/1992,5.26,4.7839,16.6262
7/13/1992,4.69,19.1356,16.388
7/14/1992,5.61,23.9195,16.29
7/15/1992,4.6,4.7839,17.1074
7/16/1992,4.4,13.9967,17.3737
7/17/1992,3.86,0,17.9224
7/18/1992,3.36,0,18.9238
7/19/1992,2.87,0,19.1638
7/20/1992,2.73,0,18.1789
7/21/1992,2.57,6.0863,17.7538
7/22/1992,2.43,0,17.5901
7/23/1992,2.29,0,17.8922
7/24/1992,2.38,3.0432,18.0265
7/25/1992,2.4,9.1295,18.0491
7/26/1992,2.2,6.0694,18.6336
7/27/1992,3.72,18.2082,17.3625
7/28/1992,4.42,24.2776,16.8364
7/29/1992,3.12,6.0694,17.0114
7/30/1992,2.82,6.0694,16.6887
7/31/1992,2.62,18.2082,17.6323
8/1/1992,2.47,16.9559,17.4768
8/2/1992,2.38,0,17.579
8/3/1992,2.86,3.3912,18.2133
8/4/1992,3.12,20.3471,17.8849
8/5/1992,2.47,3.3912,17.4622
8/6/1992,2.29,7.7143,17.3171
8/7/1992,2.29,7.7143,16.8783
8/8/1992,2.16,23.1429,16.3852
8/9/1992,2.2,7.7143,16.6732
8/10/1992,2.16,7.7143,16.464
8/11/1992,2.3,9.955,16.3898
8/12/1992,2.87,19.91,16.7773
8/13/1992,2.77,19.91,17.3404
8/14/1992,2.87,0,17.6455
8/15/1992,3.29,9.955,16.1758
8/16/1992,4.47,0,16.1741
8/17/1992,4.54,0,17.1047
8/18/1992,3.79,0,16.8577
8/19/1992,3.3,0,17.5618
8/20/1992,3.24,18.2366,17.5239
8/21/1992,2.97,5.0857,17.482
8/22/1992,2.77,20.343,18.48
8/23/1992,2.62,5.0857,18.9046
8/24/1992,2.77,5.0857,17.7115
8/25/1992,3.06,0,17.2969
8/26/1992,3.5,20.0641,17.1674
8/27/1992,3.67,20.0641,17.5319
8/28/1992,3.73,0,17.1422
8/29/1992,3.7,20.0641,17.1752
8/30/1992,6.63,30.0961,17.1533
8/31/1992,8.78,10.032,16.659
9/1/1992,10.6,10.2267,17.1107
9/2/1992,7.63,20.4534,17.6105
9/3/1992,6.11,10.2267,17.6763
9/4/1992,5.48,10.2267,17.613
9/5/1992,4.99,10.2267,17.3328
9/6/1992,4.76,23.8581,16.9716
9/7/1992,4.84,11.9291,17.0382
9/8/1992,4.92,35.7872,16.7339
9/9/1992,6.94,11.9291,16.8896
9/10/1992,8.62,11.9291,16.6846
9/11/1992,9.18,0,16.9972
9/12/1992,8.96,0,17.1785
9/13/1992,7.36,19.0231,17.0533
9/14/1992,6.54,28.5347,17.1065
9/15/1992,8.86,38.0463,16.3332
9/16/1992,11,37.5675,16.0159
9/17/1992,9.39,0,16.0032
9/18/1992,10.9,0,16.3301
9/19/1992,13.6,25.045,16.527
9/20/1992,12,25.045,16.5235
9/21/1992,12.8,0,16.7745
9/22/1992,12.4,0,16.8301
9/23/1992,11.6,0,16.9706
9/24/1992,12.2,31.4864,16.4537
9/25/1992,12.4,31.4864,16.8054
9/26/1992,11.5,11.8817,16.0421
9/27/1992,11.9,36.662,16.1165
9/28/1992,16.5,33.9646,16.7214
9/29/1992,17.1,10.6293,17.5417
9/30/1992,16.1,10.7792,17.5039
10/1/1992,15.1,0,17.5708
10/2/1992,16.6,14.2433,17.4898
10/3/1992,17.4,28.4866,16.6177
10/4/1992,14.8,28.4866,16.8989
10/5/1992,14.5,28.4866,16.8155
10/6/1992,14.4,24.5902,16.7786
10/7/1992,14.5,12.2951,16.7808
10/8/1992,17.5,12.2951,16.8293
10/9/1992,17.6,12.2951,16.8557
10/10/1992,15.3,12.2951,17.7781
10/11/1992,15,21.8619,16.6937
10/12/1992,14.5,21.8619,16.6954
10/13/1992,13.7,0,16.828
10/14/1992,12.6,0,17.6595
10/15/1992,11.2,10.9309,18.2414
10/16/1992,10.4,7.8654,18.3578
10/17/1992,9.61,39.3269,17.7148
10/18/1992,9.07,31.4615,17.6597
10/19/1992,8.55,0,17.6733
10/20/1992,8.24,31.4615,17.4503
10/21/1992,9.39,0,17.5436
10/22/1992,9.61,19.1189,17.1684
10/23/1992,8.96,19.1189,17.6194
10/24/1992,9.39,9.5594,16.8898
10/25/1992,11.3,0,17.2502
10/26/1992,11.9,0,18.0771
10/27/1992,10.6,13.62,18.2773
10/28/1992,10.1,27.24,18.1182
10/29/1992,10.2,13.62,17.8104
10/30/1992,13.5,23.3486,16.8648
10/31/1992,15.1,6.81,17.8544
11/1/1992,12.2,0,17.7759
11/2/1992,11.3,0,18.2381
11/3/1992,10.6,23.504,17.9605
11/4/1992,10,0,17.9033
11/5/1992,9.83,0,16.9542
11/6/1992,9.18,0,17.3841
11/7/1992,8.75,0,17.4955
11/8/1992,7.94,0,17.8685
11/9/1992,7.36,0,17.7423
11/10/1992,6.94,0,17.9355
11/11/1992,6.81,18.4281,17.8358
11/12/1992,6.54,9.214,17.375
11/13/1992,6.28,0,18.0352
11/14/1992,6.11,0,17.8567
11/15/1992,5.86,9.214,17.6081
11/16/1992,6.71,6.9066,16.2206
11/17/1992,6.81,20.7199,16.4068
11/18/1992,6.11,0,17.1307
11/19/1992,5.78,6.9066,17.0929
11/20/1992,5.61,0,16.9831
11/21/1992,5.45,0,18.2037
11/22/1992,5.29,21.506,17.4323
11/23/1992,5.19,21.506,17.1539
11/24/1992,7.27,32.2591,16.6013
11/25/1992,10.8,24.5783,17.0674
11/26/1992,9.18,14.3057,17.6176
11/27/1992,8.14,14.3057,16.9441
11/28/1992,8.34,42.917,16.3185
11/29/1992,7.59,0,16.547
11/30/1992,7.18,0,17.165
12/1/1992,6.77,0,16.2457
12/2/1992,6.45,0,17.3171
12/3/1992,6.76,11.218,17.4333
12/4/1992,6.63,0,17.5044
12/5/1992,6.2,0,16.7649
12/6/1992,6.14,0,16.9423
12/7/1992,5.81,0,17.3222
12/8/1992,5.74,0,17.6969
12/9/1992,5.45,5.0704,17.271
12/10/1992,5.45,15.2113,17.0909
12/11/1992,5.34,10.823,16.7651
12/12/1992,5.25,7.2154,16.9671
12/13/1992,5.14,0,17.1741
12/14/1992,5.05,0,17.1631
12/15/1992,4.94,0,17.2615
12/16/1992,4.85,0,18.0951
12/17/1992,4.75,14.5817,16.9961
12/18/1992,4.67,0,16.862
12/19/1992,4.56,0,16.8205
12/20/1992,4.47,0,16.4351
12/21/1992,4.37,0,16.5117
12/22/1992,4.29,0,16.8337
12/23/1992,4.19,0,16.6312
12/24/1992,4.11,0,17.1355
12/25/1992,4.02,0,17.869
12/26/1992,3.94,0,17.8936
12/27/1992,3.85,0,17.6168
12/28/1992,3.77,0,18.2223
12/29/1992,3.68,0,17.8974
12/30/1992,3.59,0,16.8262
12/31/1992,3.52,0,16.4013
1/1/1993,3.7,12.4422,17.0687
1/2/1993,3.48,0,17.5353
1/3/1993,3.36,0,17.6344
1/4/1993,3.24,0,17.5852
1/5/1993,3.24,0,17.8461
1/6/1993,3.12,7.783,17.5479
1/7/1993,3.12,38.915,16.4052
1/8/1993,3.24,0,16.1081
1/9/1993,3.24,7.783,15.0718
1/10/1993,3.18,0,15.7112
1/11/1993,3.06,0,16.1159
1/12/1993,2.87,0,17.0355
1/13/1993,2.82,0,16.9437
1/14/1993,2.77,22.721,16.2903
1/15/1993,2.97,0,16.8735
1/16/1993,3.93,9.473,16.7137
1/17/1993,4.26,0,16.6806
1/18/1993,3.48,0,16.7575
1/19/1993,2.97,0,17.2602
1/20/1993,2.82,0,16.7772
1/21/1993,2.72,0,16.6625
1/22/1993,2.58,0,17.0562
1/23/1993,2.69,0,17.0695
1/24/1993,2.8,0,17.0956
1/25/1993,2.8,0,17.5573
1/26/1993,2.9,0,17.6848
1/27/1993,2.69,0,16.8771
1/28/1993,2.69,0,16.5292
1/29/1993,2.62,0,16.6081
1/30/1993,2.49,0,17.2056
1/31/1993,4.6,0,17.4312
2/1/1993,6.54,0,17.245
2/2/1993,3.8,0,17.1929
2/3/1993,3.33,0,17.2868
2/4/1993,3.22,5.2993,17.1511
2/5/1993,3.12,0,16.9188
2/6/1993,3.02,0,16.8006
2/7/1993,2.91,0,16.6443
2/8/1993,2.84,0,17.5388
2/9/1993,2.73,0,17.3867
2/10/1993,2.33,0,17.4871
2/11/1993,2.31,0,17.0701
2/12/1993,2.28,0,17.4325
2/13/1993,2.25,0.5177,17.4418
2/14/1993,2.23,0,17.13
2/15/1993,2.19,0,17.3682
2/16/1993,2.17,0,17.0144
2/17/1993,2.14,0,17.4929
2/18/1993,2.11,0,16.7498
2/19/1993,2.09,0,16.5546
2/20/1993,2.06,0,16.9898
2/21/1993,2.04,0,16.4578
2/22/1993,2.01,0,16.8314
2/23/1993,1.99,0,17.7158
2/24/1993,1.96,0,17.6616
2/25/1993,1.93,0,17.253
2/26/1993,1.91,0,17.1105
2/27/1993,1.88,0,17.1659
2/28/1993,1.86,0,17.178
3/1/1993,1.83,0,17.11
3/2/1993,1.81,0,16.324
3/3/1993,1.79,0,16.5073
3/4/1993,1.76,0,17.7755
3/5/1993,1.74,0,18.165
3/6/1993,1.72,0,17.0148
3/7/1993,1.69,0,17.467
3/8/1993,1.67,0,17.4779
3/9/1993,1.64,0,18.2283
3/10/1993,1.62,0,17.8003
3/11/1993,1.6,0,17.8763
3/12/1993,1.6,0,18.7817
3/13/1993,1.56,0,19.3219
3/14/1993,1.64,0,18.1496
3/15/1993,1.79,10.0943,17.845
3/16/1993,1.95,5.8264,17.9809
3/17/1993,1.75,0,16.878
3/18/1993,1.71,11.6528,17.4175
3/19/1993,1.56,0,17.1322
3/20/1993,1.6,5.8264,17.7682
3/21/1993,1.64,0,17.5901
3/22/1993,1.58,0,17.0477
3/23/1993,1.64,0,17.0284
3/24/1993,1.56,0,17.1172
3/25/1993,1.49,0,17.4418
3/26/1993,1.55,0,17.0216
3/27/1993,1.54,6.492,17.5286
3/28/1993,1.49,7.4195,17.5553
3/29/1993,1.47,0,17.7776
3/30/1993,1.44,12.984,17.7051
3/31/1993,1.42,0,17.7183
4/1/1993,1.41,0,18.5189
4/2/1993,1.36,4.6282,18.271
4/3/1993,1.3,0,18.2555
4/4/1993,1.29,0,18.3599
4/5/1993,1.36,2.3141,18.1083
4/6/1993,1.29,0,18.1789
4/7/1993,1.75,15.6049,17.3177
4/8/1993,1.29,0,17.7955
4/9/1993,1.14,5.2016,17.8706
4/10/1993,1.2,0,18.4789
4/11/1993,1.06,0,18.8929
4/12/1993,1.12,0,18.2368
4/13/1993,1.26,7.5005,18.5405
4/14/1993,1.29,0,17.9659
4/15/1993,1.42,0,18.2924
4/16/1993,1.39,5.3778,18.4594
4/17/1993,1.39,0,18.6408
4/18/1993,1.39,6.8411,18.0957
4/19/1993,1.39,3.4018,18.3432
4/20/1993,1.36,0,18.4556
4/21/1993,1.36,0,18.6866
4/22/1993,1.37,4.8772,18.8152
4/23/1993,1.42,14.6315,17.1909
4/24/1993,1.42,9.7543,17.791
4/25/1993,1.43,4.8772,18.5
4/26/1993,1.65,9.8486,18.5936
4/27/1993,1.42,0,18.0905
4/28/1993,1.49,9.8486,18.4003
4/29/1993,1.69,19.6971,18.5163
4/30/1993,1.87,14.7729,17.9226
5/1/1993,2.96,9.3362,17.875
5/2/1993,2.64,20.423,17.5458
5/3/1993,2.57,8.1692,17.274
5/4/1993,2.62,9.3362,17.9815
5/5/1993,2.16,8.1692,18.805
5/6/1993,1.87,10.5795,18.3545
5/7/1993,1.71,0,18.0447
5/8/1993,1.94,31.7385,18.2777
5/9/1993,2.02,52.8976,17.863
5/10/1993,2.74,0,17.9199
5/11/1993,3.36,50.074,18.1408
5/12/1993,3.19,10.0148,18.0177
5/13/1993,4.81,30.0444,17.7053
5/14/1993,7.69,30.0444,18.061
5/15/1993,7.57,20.0296,18.4709
5/16/1993,4.67,8.1983,18.8184
5/17/1993,5.02,24.5949,17.9129
5/18/1993,4.55,24.5949,18.0957
5/19/1993,4.64,8.1983,18.4005
5/20/1993,5.13,0,17.6695
5/21/1993,5.87,52.6383,18.0532
5/22/1993,5.88,34.5439,17.7684
5/23/1993,7.43,11.5146,17.7338
5/24/1993,10.7,11.5146,17.7364
5/25/1993,13.6,46.0585,17.4856
5/26/1993,9.99,12.2953,16.4413
5/27/1993,11.9,0,16.9368
5/28/1993,12.2,0,17.0872
5/29/1993,11.3,36.886,17.4813
5/30/1993,11.1,24.5906,17.5739
5/31/1993,9.61,0,17.481
6/1/1993,8.34,10.3611,18.2789
6/2/1993,7.58,5.1806,19.0498
6/3/1993,6.81,0,18.3125
6/4/1993,6.11,0,18.4765
6/5/1993,5.14,10.3611,18.5455
6/6/1993,5.06,16.0524,18.754
6/7/1993,4.99,21.4031,18.6232
6/8/1993,4.47,0,18.1731
6/9/1993,4.26,5.3508,18.0384
6/10/1993,4.26,0,18.4966
6/11/1993,8.56,0,18.545
6/12/1993,4.06,24.5498,18.0749
6/13/1993,3.79,7.0142,18.0373
6/14/1993,3.83,6.1374,17.9961
6/15/1993,4.34,12.2749,18.1569
6/16/1993,4.87,12.3723,18.0796
6/17/1993,4.92,6.1862,18.208
6/18/1993,7.49,14.1398,17.9537
6/19/1993,6.88,14.1398,18.0592
6/20/1993,5.86,12.3723,18.095
6/21/1993,5.88,12.2101,18.1887
6/22/1993,6.32,12.2101,17.7888
6/23/1993,6.7,18.3152,17.7962
6/24/1993,6.96,18.3152,17.1778
6/25/1993,7.96,18.3152,17.4782
6/26/1993,8.83,12.7887,17.7759
6/27/1993,8.04,6.3944,17.723
6/28/1993,8.44,0,17.0939
6/29/1993,7.65,0,16.9453
6/30/1993,7.55,12.7887,18.0942
7/1/1993,7.55,15.4096,17.6835
7/2/1993,7.85,15.4096,16.8923
7/3/1993,7.92,15.4096,16.9607
7/4/1993,8.34,10.2731,16.9844
7/5/1993,8.61,5.1365,17.447
7/6/1993,9.07,5.4897,17.307
7/7/1993,8.34,2.7448,17.1354
7/8/1993,7.85,10.9793,17.5893
7/9/1993,7.46,10.9793,17.5732
7/10/1993,6.9,2.7448,16.4105
7/11/1993,6.54,0,17.4042
7/12/1993,6.6,7.8632,17.9271
7/13/1993,6.11,3.9316,17.8993
7/14/1993,5.86,10.3204,18.0834
7/15/1993,5.61,10.3204,18.0731
7/16/1993,5.52,5.492,17.4073
7/17/1993,5.22,1.2086,16.939
7/18/1993,5.06,1.5374,17.8245
7/19/1993,4.84,0,18.5474
7/20/1993,4.69,0,17.7909
7/21/1993,4.59,6.2572,17.4614
7/22/1993,4.55,1.095,17.4993
7/23/1993,4.4,1.2514,17.9286
7/24/1993,4.52,5.4751,17.9422
7/25/1993,4.33,2.5029,17.4075
7/26/1993,4.3,7.5088,17.8231
7/27/1993,4.19,4.5237,17.4513
7/28/1993,4.22,4.7361,17.5682
7/29/1993,4.06,3.1057,18.0738
7/30/1993,3.99,4.0185,17.9934
7/31/1993,3.86,0,18.0513
8/1/1993,3.73,0,17.3005
8/2/1993,3.67,4.3503,17.9553
8/3/1993,3.6,0,18.4567
8/4/1993,3.54,10.4368,18.8192
8/5/1993,3.54,12.1731,18.7488
8/6/1993,4.05,4.3186,17.5576
8/7/1993,3.86,11.3363,18.0814
8/8/1993,3.48,11.3363,18.4144
8/9/1993,3.42,22.6726,17.9028
8/10/1993,6.5,15.115,16.2039
8/11/1993,5.63,6.5656,17.1087
8/12/1993,5.86,13.1313,18.1469
8/13/1993,6.08,19.6969,17.3912
8/14/1993,7.51,32.8282,16.885
8/15/1993,6.7,19.6969,17.943
8/16/1993,7.18,32.5035,18.3691
8/17/1993,10.9,10.8345,17.3359
8/18/1993,15.7,0,16.5961
8/19/1993,16.9,21.669,17.2269
8/20/1993,12.4,0,18.0977
8/21/1993,10,8.1547,18.8943
8/22/1993,8.75,12.232,18.4608
8/23/1993,10.1,20.3866,17.5691
8/24/1993,13,16.3093,17.5261
8/25/1993,11.2,4.0773,17.1101
8/26/1993,11.2,0,16.9537
8/27/1993,11.8,5.7225,17.4327
8/28/1993,11.2,5.7225,17.2802
8/29/1993,9.96,0,17.3446
8/30/1993,9.1,0,18.5054
8/31/1993,8.44,22.8902,17.8916
9/1/1993,8.14,35.0995,17.1777
9/2/1993,8.56,23.3997,17.6241
9/3/1993,9.78,11.6998,17.4213
9/4/1993,12.1,11.6998,16.8699
9/5/1993,13.3,35.0995,16.4968
9/6/1993,12.4,17.0645,16.2627
9/7/1993,11.3,8.5323,15.4502
9/8/1993,10.4,25.5968,17.0406
9/9/1993,11.8,8.5323,17.316
9/10/1993,10.7,8.5323,17.2353
9/11/1993,9.84,33.0428,17.1473
9/12/1993,10.3,33.0428,17.3374
9/13/1993,10.8,18.8816,16.6961
9/14/1993,11,0,16.2765
9/15/1993,23.9,33.0428,16.1137
9/16/1993,30.2,16.7375,16.2662
9/17/1993,26.1,0,16.3574
9/18/1993,21.7,50.2126,17.434
9/19/1993,22,19.1286,17.6449
9/20/1993,23.3,57.3858,16.8746
9/21/1993,22.7,19.5126,17.2379
9/22/1993,20.1,0,17.4969
9/23/1993,18.8,17.0735,17.1845
9/24/1993,18.9,0,17.9012
9/25/1993,19.2,8.5368,16.5126
9/26/1993,20.9,6.8774,17.4429
9/27/1993,18.6,6.8774,17.2098
9/28/1993,18.1,6.8774,17.5836
9/29/1993,16.5,0,17.1473
9/30/1993,15.8,6.8774,16.7217
10/1/1993,16.1,0,16.5142
10/2/1993,15.8,28.602,17.281
10/3/1993,14.2,14.301,18.1276
10/4/1993,13.4,0,17.9776
10/5/1993,12.4,28.602,17.4358
10/6/1993,11.7,22.7876,18.0098
10/7/1993,11.1,22.7876,18.3181
10/8/1993,10.7,0,17.8801
10/9/1993,11.2,11.3938,17.5798
10/10/1993,12.6,11.3938,16.8236
10/11/1993,15.2,0,17.4333
10/12/1993,15.8,37.4401,17.2235
10/13/1993,13,21.8401,17.8026
10/14/1993,13.4,0,17.3741
10/15/1993,13.6,12.48,17.4231
10/16/1993,12.6,36.829,17.9866
10/17/1993,11.9,16.5288,18.0506
10/18/1993,11.6,14.777,17.4133
10/19/1993,11.1,0,17.1331
10/20/1993,10.3,0,17.2825
10/21/1993,9.84,20.3419,17.5143
10/22/1993,10.6,10.1709,17.222
10/23/1993,10.6,40.6838,17.3033
10/24/1993,10.3,10.1709,17.4346
10/25/1993,10.7,10.1709,17.4559
10/26/1993,13.8,23.6952,17.4919
10/27/1993,14.7,23.6952,17.3939
10/28/1993,14.2,23.6952,17.4774
10/29/1993,13,0,18.0657
10/30/1993,13.1,0,17.6992
10/31/1993,12.7,0,17.9799
11/1/1993,11.7,26.4776,17.3153
11/2/1993,11.1,0,16.5382
11/3/1993,10.4,13.2388,17.0039
11/4/1993,9.72,0,17.6685
11/5/1993,9.28,0,17.316
11/6/1993,9.07,0,17.354
11/7/1993,8.65,48.2964,17.6039
11/8/1993,8.24,0,17.8617
11/9/1993,7.87,0,17.3688
11/10/1993,7.75,0,17.5262
11/11/1993,7.72,7.9823,17.3279
11/12/1993,7.69,0,17.3019
11/13/1993,7.36,15.9647,17.8747
11/14/1993,7.18,7.9823,17.1799
11/15/1993,6.99,0,16.7979
11/16/1993,6.63,0,17.3758
11/17/1993,6.46,0,16.9511
11/18/1993,6.2,0,16.6997
11/19/1993,6.11,0,17.0062
11/20/1993,5.94,7.2755,17.6998
11/21/1993,6.38,57.0442,17.2799
11/22/1993,7.52,14.2611,17.2538
11/23/1993,8.35,0,17.2846
11/24/1993,6.99,0,16.3232
11/25/1993,6.28,0,17.0135
11/26/1993,6.28,0,17.2905
11/27/1993,6.28,0,16.6504
11/28/1993,6.81,0,16.7764
11/29/1993,6.46,0,17.3268
11/30/1993,6.2,0,16.575
12/1/1993,5.94,0,16.8307
12/2/1993,5.78,0,16.847
12/3/1993,5.61,0,16.5527
12/4/1993,5.45,0,16.8034
12/5/1993,5.29,0,17.069
12/6/1993,5.14,0,17.3933
12/7/1993,4.99,0,16.8269
12/8/1993,4.84,0,17.0027
12/9/1993,4.91,0,17.391
12/10/1993,9.86,33.717,17.2864
12/11/1993,6.11,0,18.2902
12/12/1993,5.75,26.3696,16.8828
12/13/1993,5.29,0,16.9184
12/14/1993,5.45,0,17.0599
12/15/1993,5.14,0,17.2441
